date,pointIndex,timePoint,declarationPower,declarationPowerUpper,declarationPowerLower,declarationStartStopState,declarationPercent,defaultDeclarationPower,defaultDeclarationPowerUpper,defaultDeclarationPowerLower,defaultDeclarationStartStopState,defaultDeclarationPercent,dayAheadUserMediumLongPower,dayAheadUserStandardPower,dayAheadUserSumPower,dayAheadUserClearingPower,dayAheadUserPrice,dayAheadUserPriceFinal,dayAheadUserSouthPrice,dayAheadUserNorthPrice,dayAheadPublicClearingPower,dayAheadPublicPrice,dayAheadPublicSouthPrice,dayAheadPublicNorthPrice,dayAheadPublicSouthNodePrice,dayAheadPublicNorthNodePrice,realTimeSouthPrice,realTimeNorthPrice,realTimeSouthNodePrice,realTimeNorthNodePrice,realTimeSouthReleaseType,realTimeNorthReleaseType,realTimeClearingPower,realTimeAvgPrice,realTimePointPrice,realTimeAvgPriceCurrent,realTimePointPriceCurrent,realTimeAvgPriceFinal,realTimePointPriceFinal,actualKwh,settleAmount,sourceTargets,sourceFiles
2026-05-12,56,14:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,270,,,,,,,,realtime_public_clearing|realtime_average_price,067-www-jspec-com-cn-px-spotgoods-province-curclearingresult-querytablexrdonlyjiesuan.json|069-www-jspec-com-cn-px-spotgoods-province-realtimeclearingrelease-queryrealtimemaravepricepublic.json
2026-05-12,57,14:15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,238.9,,,,,,,,realtime_public_clearing|realtime_average_price,067-www-jspec-com-cn-px-spotgoods-province-curclearingresult-querytablexrdonlyjiesuan.json|069-www-jspec-com-cn-px-spotgoods-province-realtimeclearingrelease-queryrealtimemaravepricepublic.json
2026-05-12,58,14:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,realtime_public_clearing|realtime_average_price,067-www-jspec-com-cn-px-spotgoods-province-curclearingresult-querytablexrdonlyjiesuan.json|069-www-jspec-com-cn-px-spotgoods-province-realtimeclearingrelease-queryrealtimemaravepricepublic.json
2026-05-12,59,14:45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,realtime_public_clearing|realtime_average_price,067-www-jspec-com-cn-px-spotgoods-province-curclearingresult-querytablexrdonlyjiesuan.json|069-www-jspec-com-cn-px-spotgoods-province-realtimeclearingrelease-queryrealtimemaravepricepublic.json
2026-05-12,60,15:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,realtime_public_clearing|realtime_average_price,067-www-jspec-com-cn-px-spotgoods-province-curclearingresult-querytablexrdonlyjiesuan.json|069-www-jspec-com-cn-px-spotgoods-province-realtimeclearingrelease-queryrealtimemaravepricepublic.json
2026-05-12,61,15:15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,realtime_public_clearing|realtime_average_price,067-www-jspec-com-cn-px-spotgoods-province-curclearingresult-querytablexrdonlyjiesuan.json|069-www-jspec-com-cn-px-spotgoods-province-realtimeclearingrelease-queryrealtimemaravepricepublic.json
2026-05-12,62,15:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,realtime_public_clearing|realtime_average_price,067-www-jspec-com-cn-px-spotgoods-province-curclearingresult-querytablexrdonlyjiesuan.json|069-www-jspec-com-cn-px-spotgoods-province-realtimeclearingrelease-queryrealtimemaravepricepublic.json
2026-05-12,63,15:45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,realtime_public_clearing|realtime_average_price,067-www-jspec-com-cn-px-spotgoods-province-curclearingresult-querytablexrdonlyjiesuan.json|069-www-jspec-com-cn-px-spotgoods-province-realtimeclearingrelease-queryrealtimemaravepricepublic.json
2026-05-12,64,16:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,realtime_public_clearing|realtime_average_price,067-www-jspec-com-cn-px-spotgoods-province-curclearingresult-querytablexrdonlyjiesuan.json|069-www-jspec-com-cn-px-spotgoods-province-realtimeclearingrelease-queryrealtimemaravepricepublic.json
2026-05-12,65,16:15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,realtime_public_clearing|realtime_average_price,067-www-jspec-com-cn-px-spotgoods-province-curclearingresult-querytablexrdonlyjiesuan.json|069-www-jspec-com-cn-px-spotgoods-province-realtimeclearingrelease-queryrealtimemaravepricepublic.json
2026-05-12,66,16:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,realtime_public_clearing|realtime_average_price,067-www-jspec-com-cn-px-spotgoods-province-curclearingresult-querytablexrdonlyjiesuan.json|069-www-jspec-com-cn-px-spotgoods-province-realtimeclearingrelease-queryrealtimemaravepricepublic.json
2026-05-12,67,16:45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,realtime_public_clearing|realtime_average_price,067-www-jspec-com-cn-px-spotgoods-province-curclearingresult-querytablexrdonlyjiesuan.json|069-www-jspec-com-cn-px-spotgoods-province-realtimeclearingrelease-queryrealtimemaravepricepublic.json
2026-05-12,68,17:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,realtime_public_clearing|realtime_average_price,067-www-jspec-com-cn-px-spotgoods-province-curclearingresult-querytablexrdonlyjiesuan.json|069-www-jspec-com-cn-px-spotgoods-province-realtimeclearingrelease-queryrealtimemaravepricepublic.json
2026-05-12,69,17:15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,realtime_public_clearing|realtime_average_price,067-www-jspec-com-cn-px-spotgoods-province-curclearingresult-querytablexrdonlyjiesuan.json|069-www-jspec-com-cn-px-spotgoods-province-realtimeclearingrelease-queryrealtimemaravepricepublic.json
2026-05-12,70,17:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,realtime_public_clearing|realtime_average_price,067-www-jspec-com-cn-px-spotgoods-province-curclearingresult-querytablexrdonlyjiesuan.json|069-www-jspec-com-cn-px-spotgoods-province-realtimeclearingrelease-queryrealtimemaravepricepublic.json
2026-05-12,71,17:45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,realtime_public_clearing|realtime_average_price,067-www-jspec-com-cn-px-spotgoods-province-curclearingresult-querytablexrdonlyjiesuan.json|069-www-jspec-com-cn-px-spotgoods-province-realtimeclearingrelease-queryrealtimemaravepricepublic.json
2026-05-12,72,18:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,realtime_public_clearing|realtime_average_price,067-www-jspec-com-cn-px-spotgoods-province-curclearingresult-querytablexrdonlyjiesuan.json|069-www-jspec-com-cn-px-spotgoods-province-realtimeclearingrelease-queryrealtimemaravepricepublic.json
2026-05-12,73,18:15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,realtime_public_clearing|realtime_average_price,067-www-jspec-com-cn-px-spotgoods-province-curclearingresult-querytablexrdonlyjiesuan.json|069-www-jspec-com-cn-px-spotgoods-province-realtimeclearingrelease-queryrealtimemaravepricepublic.json
2026-05-12,74,18:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,realtime_public_clearing|realtime_average_price,067-www-jspec-com-cn-px-spotgoods-province-curclearingresult-querytablexrdonlyjiesuan.json|069-www-jspec-com-cn-px-spotgoods-province-realtimeclearingrelease-queryrealtimemaravepricepublic.json
2026-05-12,75,18:45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,realtime_public_clearing|realtime_average_price,067-www-jspec-com-cn-px-spotgoods-province-curclearingresult-querytablexrdonlyjiesuan.json|069-www-jspec-com-cn-px-spotgoods-province-realtimeclearingrelease-queryrealtimemaravepricepublic.json
2026-05-12,76,19:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,realtime_public_clearing|realtime_average_price,067-www-jspec-com-cn-px-spotgoods-province-curclearingresult-querytablexrdonlyjiesuan.json|069-www-jspec-com-cn-px-spotgoods-province-realtimeclearingrelease-queryrealtimemaravepricepublic.json
2026-05-12,77,19:15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,realtime_public_clearing|realtime_average_price,067-www-jspec-com-cn-px-spotgoods-province-curclearingresult-querytablexrdonlyjiesuan.json|069-www-jspec-com-cn-px-spotgoods-province-realtimeclearingrelease-queryrealtimemaravepricepublic.json
2026-05-12,78,19:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,realtime_public_clearing|realtime_average_price,067-www-jspec-com-cn-px-spotgoods-province-curclearingresult-querytablexrdonlyjiesuan.json|069-www-jspec-com-cn-px-spotgoods-province-realtimeclearingrelease-queryrealtimemaravepricepublic.json
2026-05-12,79,19:45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,realtime_public_clearing|realtime_average_price,067-www-jspec-com-cn-px-spotgoods-province-curclearingresult-querytablexrdonlyjiesuan.json|069-www-jspec-com-cn-px-spotgoods-province-realtimeclearingrelease-queryrealtimemaravepricepublic.json
2026-05-12,80,20:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,realtime_public_clearing|realtime_average_price,067-www-jspec-com-cn-px-spotgoods-province-curclearingresult-querytablexrdonlyjiesuan.json|069-www-jspec-com-cn-px-spotgoods-province-realtimeclearingrelease-queryrealtimemaravepricepublic.json
2026-05-12,81,20:15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,realtime_public_clearing|realtime_average_price,067-www-jspec-com-cn-px-spotgoods-province-curclearingresult-querytablexrdonlyjiesuan.json|069-www-jspec-com-cn-px-spotgoods-province-realtimeclearingrelease-queryrealtimemaravepricepublic.json
2026-05-12,82,20:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,realtime_public_clearing|realtime_average_price,067-www-jspec-com-cn-px-spotgoods-province-curclearingresult-querytablexrdonlyjiesuan.json|069-www-jspec-com-cn-px-spotgoods-province-realtimeclearingrelease-queryrealtimemaravepricepublic.json
2026-05-12,83,20:45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,realtime_public_clearing|realtime_average_price,067-www-jspec-com-cn-px-spotgoods-province-curclearingresult-querytablexrdonlyjiesuan.json|069-www-jspec-com-cn-px-spotgoods-province-realtimeclearingrelease-queryrealtimemaravepricepublic.json
2026-05-12,84,21:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,realtime_public_clearing|realtime_average_price,067-www-jspec-com-cn-px-spotgoods-province-curclearingresult-querytablexrdonlyjiesuan.json|069-www-jspec-com-cn-px-spotgoods-province-realtimeclearingrelease-queryrealtimemaravepricepublic.json
2026-05-12,85,21:15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,realtime_public_clearing|realtime_average_price,067-www-jspec-com-cn-px-spotgoods-province-curclearingresult-querytablexrdonlyjiesuan.json|069-www-jspec-com-cn-px-spotgoods-province-realtimeclearingrelease-queryrealtimemaravepricepublic.json
2026-05-12,86,21:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,realtime_public_clearing|realtime_average_price,067-www-jspec-com-cn-px-spotgoods-province-curclearingresult-querytablexrdonlyjiesuan.json|069-www-jspec-com-cn-px-spotgoods-province-realtimeclearingrelease-queryrealtimemaravepricepublic.json
2026-05-12,87,21:45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,realtime_public_clearing|realtime_average_price,067-www-jspec-com-cn-px-spotgoods-province-curclearingresult-querytablexrdonlyjiesuan.json|069-www-jspec-com-cn-px-spotgoods-province-realtimeclearingrelease-queryrealtimemaravepricepublic.json
2026-05-12,88,22:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,realtime_public_clearing|realtime_average_price,067-www-jspec-com-cn-px-spotgoods-province-curclearingresult-querytablexrdonlyjiesuan.json|069-www-jspec-com-cn-px-spotgoods-province-realtimeclearingrelease-queryrealtimemaravepricepublic.json
2026-05-12,89,22:15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,realtime_public_clearing|realtime_average_price,067-www-jspec-com-cn-px-spotgoods-province-curclearingresult-querytablexrdonlyjiesuan.json|069-www-jspec-com-cn-px-spotgoods-province-realtimeclearingrelease-queryrealtimemaravepricepublic.json
2026-05-12,90,22:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,realtime_public_clearing|realtime_average_price,067-www-jspec-com-cn-px-spotgoods-province-curclearingresult-querytablexrdonlyjiesuan.json|069-www-jspec-com-cn-px-spotgoods-province-realtimeclearingrelease-queryrealtimemaravepricepublic.json
2026-05-12,91,22:45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,realtime_public_clearing|realtime_average_price,067-www-jspec-com-cn-px-spotgoods-province-curclearingresult-querytablexrdonlyjiesuan.json|069-www-jspec-com-cn-px-spotgoods-province-realtimeclearingrelease-queryrealtimemaravepricepublic.json
2026-05-12,92,23:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,realtime_public_clearing|realtime_average_price,067-www-jspec-com-cn-px-spotgoods-province-curclearingresult-querytablexrdonlyjiesuan.json|069-www-jspec-com-cn-px-spotgoods-province-realtimeclearingrelease-queryrealtimemaravepricepublic.json
2026-05-12,93,23:15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,realtime_public_clearing|realtime_average_price,067-www-jspec-com-cn-px-spotgoods-province-curclearingresult-querytablexrdonlyjiesuan.json|069-www-jspec-com-cn-px-spotgoods-province-realtimeclearingrelease-queryrealtimemaravepricepublic.json
2026-05-12,94,23:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,realtime_public_clearing|realtime_average_price,067-www-jspec-com-cn-px-spotgoods-province-curclearingresult-querytablexrdonlyjiesuan.json|069-www-jspec-com-cn-px-spotgoods-province-realtimeclearingrelease-queryrealtimemaravepricepublic.json
2026-05-12,95,23:45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,realtime_public_clearing|realtime_average_price,067-www-jspec-com-cn-px-spotgoods-province-curclearingresult-querytablexrdonlyjiesuan.json|069-www-jspec-com-cn-px-spotgoods-province-realtimeclearingrelease-queryrealtimemaravepricepublic.json
2026-05-12,96,24:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,realtime_public_clearing|realtime_average_price,067-www-jspec-com-cn-px-spotgoods-province-curclearingresult-querytablexrdonlyjiesuan.json|069-www-jspec-com-cn-px-spotgoods-province-realtimeclearingrelease-queryrealtimemaravepricepublic.json
2026-05-13,1,00:15,,,,,,35.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,user_bid_96|user_default_bid_96|dayahead_user_clearing|dayahead_public_clearing,036-www-jspec-com-cn-px-spotgoods-province-mosenergybidinfouser-getmosenergybidinfouser.json|040-www-jspec-com-cn-px-spotgoods-province-mosenergybidinfouser-getmosenergybidinfouser.json|043-www-jspec-com-cn-px-spotgoods-province-mosenergybidinfouser-getmosenergybidinfouser.json|052-www-jspec-com-cn-px-spotgoods-province-mosenergybidinfouser-getmosenergybidinfouserdefault.json|056-www-jspec-com-cn-px-spotgoods-province-mosenergybidinfouser-getmosenergybidinfouserdefault.json|058-www-jspec-com-cn-px-spotgoods-province-mosenergybidinfouser-getmosenergybidinfouserdefault.json|062-www-jspec-com-cn-px-spotgoods-province-dd2jyuserclearingresult-querydd2jyrqclearing.json|065-www-jspec-com-cn-px-spotgoods-province-dayclearingresult-querytablexrdonlyjiesuan.json
2026-05-13,2,00:30,,,,,,35.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,user_bid_96|user_default_bid_96|dayahead_user_clearing|dayahead_public_clearing,036-www-jspec-com-cn-px-spotgoods-province-mosenergybidinfouser-getmosenergybidinfouser.json|040-www-jspec-com-cn-px-spotgoods-province-mosenergybidinfouser-getmosenergybidinfouser.json|043-www-jspec-com-cn-px-spotgoods-province-mosenergybidinfouser-getmosenergybidinfouser.json|052-www-jspec-com-cn-px-spotgoods-province-mosenergybidinfouser-getmosenergybidinfouserdefault.json|056-www-jspec-com-cn-px-spotgoods-province-mosenergybidinfouser-getmosenergybidinfouserdefault.json|058-www-jspec-com-cn-px-spotgoods-province-mosenergybidinfouser-getmosenergybidinfouserdefault.json|062-www-jspec-com-cn-px-spotgoods-province-dd2jyuserclearingresult-querydd2jyrqclearing.json|065-www-jspec-com-cn-px-spotgoods-province-dayclearingresult-querytablexrdonlyjiesuan.json
2026-05-13,3,00:45,,,,,,35.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,user_bid_96|user_default_bid_96|dayahead_user_clearing|dayahead_public_clearing,036-www-jspec-com-cn-px-spotgoods-province-mosenergybidinfouser-getmosenergybidinfouser.json|040-www-jspec-com-cn-px-spotgoods-province-mosenergybidinfouser-getmosenergybidinfouser.json|043-www-jspec-com-cn-px-spotgoods-province-mosenergybidinfouser-getmosenergybidinfouser.json|052-www-jspec-com-cn-px-spotgoods-province-mosenergybidinfouser-getmosenergybidinfouserdefault.json|056-www-jspec-com-cn-px-spotgoods-province-mosenergybidinfouser-getmosenergybidinfouserdefault.json|058-www-jspec-com-cn-px-spotgoods-province-mosenergybidinfouser-getmosenergybidinfouserdefault.json|062-www-jspec-com-cn-px-spotgoods-province-dd2jyuserclearingresult-querydd2jyrqclearing.json|065-www-jspec-com-cn-px-spotgoods-province-dayclearingresult-querytablexrdonlyjiesuan.json
2026-05-13,4,01:00,,,,,,35.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,user_bid_96|user_default_bid_96|dayahead_user_clearing|dayahead_public_clearing,036-www-jspec-com-cn-px-spotgoods-province-mosenergybidinfouser-getmosenergybidinfouser.json|040-www-jspec-com-cn-px-spotgoods-province-mosenergybidinfouser-getmosenergybidinfouser.json|043-www-jspec-com-cn-px-spotgoods-province-mosenergybidinfouser-getmosenergybidinfouser.json|052-www-jspec-com-cn-px-spotgoods-province-mosenergybidinfouser-getmosenergybidinfouserdefault.json|056-www-jspec-com-cn-px-spotgoods-province-mosenergybidinfouser-getmosenergybidinfouserdefault.json|058-www-jspec-com-cn-px-spotgoods-province-mosenergybidinfouser-getmosenergybidinfouserdefault.json|062-www-jspec-com-cn-px-spotgoods-province-dd2jyuserclearingresult-querydd2jyrqclearing.json|065-www-jspec-com-cn-px-spotgoods-province-dayclearingresult-querytablexrdonlyjiesuan.json
2026-05-13,5,01:15,,,,,,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,user_bid_96|user_default_bid_96|dayahead_user_clearing|dayahead_public_clearing,036-www-jspec-com-cn-px-spotgoods-province-mosenergybidinfouser-getmosenergybidinfouser.json|040-www-jspec-com-cn-px-spotgoods-province-mosenergybidinfouser-getmosenergybidinfouser.json|043-www-jspec-com-cn-px-spotgoods-province-mosenergybidinfouser-getmosenergybidinfouser.json|052-www-jspec-com-cn-px-spotgoods-province-mosenergybidinfouser-getmosenergybidinfouserdefault.json|056-www-jspec-com-cn-px-spotgoods-province-mosenergybidinfouser-getmosenergybidinfouserdefault.json|058-www-jspec-com-cn-px-spotgoods-province-mosenergybidinfouser-getmosenergybidinfouserdefault.json|062-www-jspec-com-cn-px-spotgoods-province-dd2jyuserclearingresult-querydd2jyrqclearing.json|065-www-jspec-com-cn-px-spotgoods-province-dayclearingresult-querytablexrdonlyjiesuan.json
2026-05-13,6,01:30,,,,,,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,user_bid_96|user_default_bid_96|dayahead_user_clearing|dayahead_public_clearing,036-www-jspec-com-cn-px-spotgoods-province-mosenergybidinfouser-getmosenergybidinfouser.json|040-www-jspec-com-cn-px-spotgoods-province-mosenergybidinfouser-getmosenergybidinfouser.json|043-www-jspec-com-cn-px-spotgoods-province-mosenergybidinfouser-getmosenergybidinfouser.json|052-www-jspec-com-cn-px-spotgoods-province-mosenergybidinfouser-getmosenergybidinfouserdefault.json|056-www-jspec-com-cn-px-spotgoods-province-mosenergybidinfouser-getmosenergybidinfouserdefault.json|058-www-jspec-com-cn-px-spotgoods-province-mosenergybidinfouser-getmosenergybidinfouserdefault.json|062-www-jspec-com-cn-px-spotgoods-province-dd2jyuserclearingresult-querydd2jyrqclearing.json|065-www-jspec-com-cn-px-spotgoods-province-dayclearingresult-querytablexrdonlyjiesuan.json
2026-05-13,7,01:45,,,,,,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,user_bid_96|user_default_bid_96|dayahead_user_clearing|dayahead_public_clearing,036-www-jspec-com-cn-px-spotgoods-province-mosenergybidinfouser-getmosenergybidinfouser.json|040-www-jspec-com-cn-px-spotgoods-province-mosenergybidinfouser-getmosenergybidinfouser.json|043-www-jspec-com-cn-px-spotgoods-province-mosenergybidinfouser-getmosenergybidinfouser.json|052-www-jspec-com-cn-px-spotgoods-province-mosenergybidinfouser-getmosenergybidinfouserdefault.json|056-www-jspec-com-cn-px-spotgoods-province-mosenergybidinfouser-getmosenergybidinfouserdefault.json|058-www-jspec-com-cn-px-spotgoods-province-mosenergybidinfouser-getmosenergybidinfouserdefault.json|062-www-jspec-com-cn-px-spotgoods-province-dd2jyuserclearingresult-querydd2jyrqclearing.json|065-www-jspec-com-cn-px-spotgoods-province-dayclearingresult-querytablexrdonlyjiesuan.json
2026-05-13,8,02:00,,,,,,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,user_bid_96|user_default_bid_96|dayahead_user_clearing|dayahead_public_clearing,036-www-jspec-com-cn-px-spotgoods-province-mosenergybidinfouser-getmosenergybidinfouser.json|040-www-jspec-com-cn-px-spotgoods-province-mosenergybidinfouser-getmosenergybidinfouser.json|043-www-jspec-com-cn-px-spotgoods-province-mosenergybidinfouser-getmosenergybidinfouser.json|052-www-jspec-com-cn-px-spotgoods-province-mosenergybidinfouser-getmosenergybidinfouserdefault.json|056-www-jspec-com-cn-px-spotgoods-province-mosenergybidinfouser-getmosenergybidinfouserdefault.json|058-www-jspec-com-cn-px-spotgoods-province-mosenergybidinfouser-getmosenergybidinfouserdefault.json|062-www-jspec-com-cn-px-spotgoods-province-dd2jyuserclearingresult-querydd2jyrqclearing.json|065-www-jspec-com-cn-px-spotgoods-province-dayclearingresult-querytablexrdonlyjiesuan.json
2026-05-13,9,02:15,,,,,,25.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,user_bid_96|user_default_bid_96|dayahead_user_clearing|dayahead_public_clearing,036-www-jspec-com-cn-px-spotgoods-province-mosenergybidinfouser-getmosenergybidinfouser.json|040-www-jspec-com-cn-px-spotgoods-province-mosenergybidinfouser-getmosenergybidinfouser.json|043-www-jspec-com-cn-px-spotgoods-province-mosenergybidinfouser-getmosenergybidinfouser.json|052-www-jspec-com-cn-px-spotgoods-province-mosenergybidinfouser-getmosenergybidinfouserdefault.json|056-www-jspec-com-cn-px-spotgoods-province-mosenergybidinfouser-getmosenergybidinfouserdefault.json|058-www-jspec-com-cn-px-spotgoods-province-mosenergybidinfouser-getmosenergybidinfouserdefault.json|062-www-jspec-com-cn-px-spotgoods-province-dd2jyuserclearingresult-querydd2jyrqclearing.json|065-www-jspec-com-cn-px-spotgoods-province-dayclearingresult-querytablexrdonlyjiesuan.json
2026-05-13,10,02:30,,,,,,25.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,user_bid_96|user_default_bid_96|dayahead_user_clearing|dayahead_public_clearing,036-www-jspec-com-cn-px-spotgoods-province-mosenergybidinfouser-getmosenergybidinfouser.json|040-www-jspec-com-cn-px-spotgoods-province-mosenergybidinfouser-getmosenergybidinfouser.json|043-www-jspec-com-cn-px-spotgoods-province-mosenergybidinfouser-getmosenergybidinfouser.json|052-www-jspec-com-cn-px-spotgoods-province-mosenergybidinfouser-getmosenergybidinfouserdefault.json|056-www-jspec-com-cn-px-spotgoods-province-mosenergybidinfouser-getmosenergybidinfouserdefault.json|058-www-jspec-com-cn-px-spotgoods-province-mosenergybidinfouser-getmosenergybidinfouserdefault.json|062-www-jspec-com-cn-px-spotgoods-province-dd2jyuserclearingresult-querydd2jyrqclearing.json|065-www-jspec-com-cn-px-spotgoods-province-dayclearingresult-querytablexrdonlyjiesuan.json
2026-05-13,11,02:45,,,,,,25.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,user_bid_96|user_default_bid_96|dayahead_user_clearing|dayahead_public_clearing,036-www-jspec-com-cn-px-spotgoods-province-mosenergybidinfouser-getmosenergybidinfouser.json|040-www-jspec-com-cn-px-spotgoods-province-mosenergybidinfouser-getmosenergybidinfouser.json|043-www-jspec-com-cn-px-spotgoods-province-mosenergybidinfouser-getmosenergybidinfouser.json|052-www-jspec-com-cn-px-spotgoods-province-mosenergybidinfouser-getmosenergybidinfouserdefault.json|056-www-jspec-com-cn-px-spotgoods-province-mosenergybidinfouser-getmosenergybidinfouserdefault.json|058-www-jspec-com-cn-px-spotgoods-province-mosenergybidinfouser-getmosenergybidinfouserdefault.json|062-www-jspec-com-cn-px-spotgoods-province-dd2jyuserclearingresult-querydd2jyrqclearing.json|065-www-jspec-com-cn-px-spotgoods-province-dayclearingresult-querytablexrdonlyjiesuan.json
2026-05-13,12,03:00,,,,,,25.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,user_bid_96|user_default_bid_96|dayahead_user_clearing|dayahead_public_clearing,036-www-jspec-com-cn-px-spotgoods-province-mosenergybidinfouser-getmosenergybidinfouser.json|040-www-jspec-com-cn-px-spotgoods-province-mosenergybidinfouser-getmosenergybidinfouser.json|043-www-jspec-com-cn-px-spotgoods-province-mosenergybidinfouser-getmosenergybidinfouser.json|052-www-jspec-com-cn-px-spotgoods-province-mosenergybidinfouser-getmosenergybidinfouserdefault.json|056-www-jspec-com-cn-px-spotgoods-province-mosenergybidinfouser-getmosenergybidinfouserdefault.json|058-www-jspec-com-cn-px-spotgoods-province-mosenergybidinfouser-getmosenergybidinfouserdefault.json|062-www-jspec-com-cn-px-spotgoods-province-dd2jyuserclearingresult-querydd2jyrqclearing.json|065-www-jspec-com-cn-px-spotgoods-province-dayclearingresult-querytablexrdonlyjiesuan.json
2026-05-13,13,03:15,,,,,,36.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,user_bid_96|user_default_bid_96|dayahead_user_clearing|dayahead_public_clearing,036-www-jspec-com-cn-px-spotgoods-province-mosenergybidinfouser-getmosenergybidinfouser.json|040-www-jspec-com-cn-px-spotgoods-province-mosenergybidinfouser-getmosenergybidinfouser.json|043-www-jspec-com-cn-px-spotgoods-province-mosenergybidinfouser-getmosenergybidinfouser.json|052-www-jspec-com-cn-px-spotgoods-province-mosenergybidinfouser-getmosenergybidinfouserdefault.json|056-www-jspec-com-cn-px-spotgoods-province-mosenergybidinfouser-getmosenergybidinfouserdefault.json|058-www-jspec-com-cn-px-spotgoods-province-mosenergybidinfouser-getmosenergybidinfouserdefault.json|062-www-jspec-com-cn-px-spotgoods-province-dd2jyuserclearingresult-querydd2jyrqclearing.json|065-www-jspec-com-cn-px-spotgoods-province-dayclearingresult-querytablexrdonlyjiesuan.json
