"source_file","export_month","metric","hour_index","hour_window","value","contains_credentials"
"1、交易计算表5月.xls","2026-05","96点电力值（兆瓦）","8","07:00-08:00","81.89","False"
"1、交易计算表5月.xls","2026-05","96点电力值（兆瓦）","9","08:00-09:00","75.7","False"
"1、交易计算表5月.xls","2026-05","96点电力值（兆瓦）","10","09:00-10:00","85.05","False"
"1、交易计算表5月.xls","2026-05","96点电力值（兆瓦）","11","10:00-11:00","89.22","False"
"1、交易计算表5月.xls","2026-05","96点电力值（兆瓦）","12","11:00-12:00","82.82","False"
"1、交易计算表5月.xls","2026-05","96点电力值（兆瓦）","13","12:00-13:00","90.95","False"
"1、交易计算表5月.xls","2026-05","96点电力值（兆瓦）","14","13:00-14:00","79.58","False"
"1、交易计算表5月.xls","2026-05","96点电力值（兆瓦）","15","14:00-15:00","92.47","False"
"1、交易计算表5月.xls","2026-05","96点电力值（兆瓦）","16","15:00-16:00","89.38","False"
"1、交易计算表5月.xls","2026-05","96点电力值（兆瓦）","17","16:00-17:00","89.96","False"
"1、交易计算表5月.xls","2026-05","96点电力值（兆瓦）","18","17:00-18:00","89.86","False"
"1、交易计算表5月.xls","2026-05","96点电力值（兆瓦）","19","18:00-19:00","95.79","False"
"1、交易计算表5月.xls","2026-05","96点电力值（兆瓦）","20","19:00-20:00","87.58","False"
"1、交易计算表5月.xls","2026-05","96点电力值（兆瓦）","21","20:00-21:00","87.42","False"
"1、交易计算表5月.xls","2026-05","96点电力值（兆瓦）","22","21:00-22:00","86.58","False"
"1、交易计算表5月.xls","2026-05","96点电力值（兆瓦）","23","22:00-23:00","86.24","False"
"1、交易计算表5月.xls","2026-05","96点电力值（兆瓦）","24","23:00-24:00","65.01","False"
