"source_file","export_month","trade_date","hour_index","hour_window","raw_value","raw_unit_label","contains_credentials"
"1、交易计算表1月.xls","2026-01","2026-01-30","24","23:00-24:00","57112","原表标题写“兆瓦时”，但日行数值疑似 kWh 级别，未自动换算","False"
"1、交易计算表1月.xls","2026-01","2026-01-29","1","00:00-01:00","36781","原表标题写“兆瓦时”，但日行数值疑似 kWh 级别，未自动换算","False"
"1、交易计算表1月.xls","2026-01","2026-01-29","2","01:00-02:00","37039","原表标题写“兆瓦时”，但日行数值疑似 kWh 级别，未自动换算","False"
"1、交易计算表1月.xls","2026-01","2026-01-29","3","02:00-03:00","32083","原表标题写“兆瓦时”，但日行数值疑似 kWh 级别，未自动换算","False"
"1、交易计算表1月.xls","2026-01","2026-01-29","4","03:00-04:00","28539","原表标题写“兆瓦时”，但日行数值疑似 kWh 级别，未自动换算","False"
"1、交易计算表1月.xls","2026-01","2026-01-29","5","04:00-05:00","43638","原表标题写“兆瓦时”，但日行数值疑似 kWh 级别，未自动换算","False"
"1、交易计算表1月.xls","2026-01","2026-01-29","6","05:00-06:00","47760","原表标题写“兆瓦时”，但日行数值疑似 kWh 级别，未自动换算","False"
"1、交易计算表1月.xls","2026-01","2026-01-29","7","06:00-07:00","69908","原表标题写“兆瓦时”，但日行数值疑似 kWh 级别，未自动换算","False"
"1、交易计算表1月.xls","2026-01","2026-01-29","8","07:00-08:00","90913","原表标题写“兆瓦时”，但日行数值疑似 kWh 级别，未自动换算","False"
"1、交易计算表1月.xls","2026-01","2026-01-29","9","08:00-09:00","97711","原表标题写“兆瓦时”，但日行数值疑似 kWh 级别，未自动换算","False"
"1、交易计算表1月.xls","2026-01","2026-01-29","10","09:00-10:00","91609","原表标题写“兆瓦时”，但日行数值疑似 kWh 级别，未自动换算","False"
"1、交易计算表1月.xls","2026-01","2026-01-29","11","10:00-11:00","86902","原表标题写“兆瓦时”，但日行数值疑似 kWh 级别，未自动换算","False"
"1、交易计算表1月.xls","2026-01","2026-01-29","12","11:00-12:00","81855","原表标题写“兆瓦时”，但日行数值疑似 kWh 级别，未自动换算","False"
"1、交易计算表1月.xls","2026-01","2026-01-29","13","12:00-13:00","82374","原表标题写“兆瓦时”，但日行数值疑似 kWh 级别，未自动换算","False"
"1、交易计算表1月.xls","2026-01","2026-01-29","14","13:00-14:00","84950","原表标题写“兆瓦时”，但日行数值疑似 kWh 级别，未自动换算","False"
"1、交易计算表1月.xls","2026-01","2026-01-29","15","14:00-15:00","78420","原表标题写“兆瓦时”，但日行数值疑似 kWh 级别，未自动换算","False"
"1、交易计算表1月.xls","2026-01","2026-01-29","16","15:00-16:00","83597","原表标题写“兆瓦时”，但日行数值疑似 kWh 级别，未自动换算","False"
"1、交易计算表1月.xls","2026-01","2026-01-29","17","16:00-17:00","93209","原表标题写“兆瓦时”，但日行数值疑似 kWh 级别，未自动换算","False"
"1、交易计算表1月.xls","2026-01","2026-01-29","18","17:00-18:00","94181","原表标题写“兆瓦时”，但日行数值疑似 kWh 级别，未自动换算","False"
"1、交易计算表1月.xls","2026-01","2026-01-29","19","18:00-19:00","94807","原表标题写“兆瓦时”，但日行数值疑似 kWh 级别，未自动换算","False"
"1、交易计算表1月.xls","2026-01","2026-01-29","20","19:00-20:00","78541","原表标题写“兆瓦时”，但日行数值疑似 kWh 级别，未自动换算","False"
"1、交易计算表1月.xls","2026-01","2026-01-29","21","20:00-21:00","87092","原表标题写“兆瓦时”，但日行数值疑似 kWh 级别，未自动换算","False"
"1、交易计算表1月.xls","2026-01","2026-01-29","22","21:00-22:00","76598","原表标题写“兆瓦时”，但日行数值疑似 kWh 级别，未自动换算","False"
"1、交易计算表1月.xls","2026-01","2026-01-29","23","22:00-23:00","75570","原表标题写“兆瓦时”，但日行数值疑似 kWh 级别，未自动换算","False"
"1、交易计算表1月.xls","2026-01","2026-01-29","24","23:00-24:00","56112","原表标题写“兆瓦时”，但日行数值疑似 kWh 级别，未自动换算","False"
"1、交易计算表1月.xls","2026-01","2026-01-28","1","00:00-01:00","40224","原表标题写“兆瓦时”，但日行数值疑似 kWh 级别，未自动换算","False"
"1、交易计算表1月.xls","2026-01","2026-01-28","2","01:00-02:00","38511","原表标题写“兆瓦时”，但日行数值疑似 kWh 级别，未自动换算","False"
"1、交易计算表1月.xls","2026-01","2026-01-28","3","02:00-03:00","23779","原表标题写“兆瓦时”，但日行数值疑似 kWh 级别，未自动换算","False"
"1、交易计算表1月.xls","2026-01","2026-01-28","4","03:00-04:00","36206","原表标题写“兆瓦时”，但日行数值疑似 kWh 级别，未自动换算","False"
"1、交易计算表1月.xls","2026-01","2026-01-28","5","04:00-05:00","40230","原表标题写“兆瓦时”，但日行数值疑似 kWh 级别，未自动换算","False"
"1、交易计算表1月.xls","2026-01","2026-01-28","6","05:00-06:00","48068","原表标题写“兆瓦时”，但日行数值疑似 kWh 级别，未自动换算","False"
"1、交易计算表1月.xls","2026-01","2026-01-28","7","06:00-07:00","75530","原表标题写“兆瓦时”，但日行数值疑似 kWh 级别，未自动换算","False"
"1、交易计算表1月.xls","2026-01","2026-01-28","8","07:00-08:00","89192","原表标题写“兆瓦时”，但日行数值疑似 kWh 级别，未自动换算","False"
"1、交易计算表1月.xls","2026-01","2026-01-28","9","08:00-09:00","100181","原表标题写“兆瓦时”，但日行数值疑似 kWh 级别，未自动换算","False"
"1、交易计算表1月.xls","2026-01","2026-01-28","10","09:00-10:00","91438","原表标题写“兆瓦时”，但日行数值疑似 kWh 级别，未自动换算","False"
"1、交易计算表1月.xls","2026-01","2026-01-28","11","10:00-11:00","84112","原表标题写“兆瓦时”，但日行数值疑似 kWh 级别，未自动换算","False"
"1、交易计算表1月.xls","2026-01","2026-01-28","12","11:00-12:00","87776","原表标题写“兆瓦时”，但日行数值疑似 kWh 级别，未自动换算","False"
"1、交易计算表1月.xls","2026-01","2026-01-28","13","12:00-13:00","80177","原表标题写“兆瓦时”，但日行数值疑似 kWh 级别，未自动换算","False"
"1、交易计算表1月.xls","2026-01","2026-01-28","14","13:00-14:00","93682","原表标题写“兆瓦时”，但日行数值疑似 kWh 级别，未自动换算","False"
"1、交易计算表1月.xls","2026-01","2026-01-28","15","14:00-15:00","68142","原表标题写“兆瓦时”，但日行数值疑似 kWh 级别，未自动换算","False"
"1、交易计算表1月.xls","2026-01","2026-01-28","16","15:00-16:00","87610","原表标题写“兆瓦时”，但日行数值疑似 kWh 级别，未自动换算","False"
"1、交易计算表1月.xls","2026-01","2026-01-28","17","16:00-17:00","88041","原表标题写“兆瓦时”，但日行数值疑似 kWh 级别，未自动换算","False"
"1、交易计算表1月.xls","2026-01","2026-01-28","18","17:00-18:00","90932","原表标题写“兆瓦时”，但日行数值疑似 kWh 级别，未自动换算","False"
"1、交易计算表1月.xls","2026-01","2026-01-28","19","18:00-19:00","94197","原表标题写“兆瓦时”，但日行数值疑似 kWh 级别，未自动换算","False"
"1、交易计算表1月.xls","2026-01","2026-01-28","20","19:00-20:00","91335","原表标题写“兆瓦时”，但日行数值疑似 kWh 级别，未自动换算","False"
